Genome,GeneID,CopyNumber
KCKM0597,glgA_2,1
KCKM0597,glgD,1
KCKM0597,glgC,1
KCKM0597,glgB,1
KCKM0597,oppA_2,1
KCKM0597,proA,1
KCKM0597,proB,1
KCKM0597,mdtG,1
KCKM0597,dnaC,1
KCKM0597,rplI,1
KCKM0597,gdpP,1
KCKM0597,rpsR,1
KCKM0597,ssbA,1
KCKM0597,rpsF,1
KCKM0597,gyrA,1
KCKM0597,gyrB,1
KCKM0597,recF,1
KCKM0597,dnaN,1
KCKM0597,dnaA,1
KCKM0597,rnpA,1
KCKM0597,misCA,1
KCKM0597,oppA_3,1
KCKM0597,hutI,1
KCKM0597,mnmE,1
KCKM0597,mnmG,1
KCKM0597,spsB_2,1
KCKM0597,pepE_2,1
KCKM0597,degV_3,1
KCKM0597,mhpD,1
KCKM0597,padC,1
KCKM0597,adhE_2,1
KCKM0597,rbsR,1
KCKM0597,rbsK/rbiA,1
KCKM0597,rbsD,1
KCKM0597,glcU_2,1
KCKM0597,bacC_4,1
KCKM0597,licR,1
KCKM0597,srlA_1,1
KCKM0597,srlE_1,1
KCKM0597,srlB_1,1
KCKM0597,lrp,1
KCKM0597,araR_1,1
KCKM0597,yheI_2,1
KCKM0597,rhaS_3,1
KCKM0597,yteP,1
KCKM0597,araQ_2,1
KCKM0597,malL_6,1
KCKM0597,rhaR_5,1
KCKM0597,gmuE_2,1
KCKM0597,msmX_3,1
KCKM0597,araR_2,1
KCKM0597,mngB,1
KCKM0597,bglK_4,1
KCKM0597,gmuD,1
KCKM0597,bacC_5,1
KCKM0597,srlA_2,1
KCKM0597,srlE_2,1
KCKM0597,srlB_2,1
KCKM0597,fsaA,1
KCKM0597,rihA_2,1
KCKM0597,tdh_4,1
KCKM0597,iolG_1,1
KCKM0597,iolT_1,1
KCKM0597,iolG_2,1
KCKM0597,iolE,1
KCKM0597,iolG_3,1
KCKM0597,iolG_4,1
KCKM0597,iolT_2,1
KCKM0597,otnC,1
KCKM0597,ydjF,1
KCKM0597,rhaS_4,1
KCKM0597,csbC_2,1
KCKM0597,rhaB,1
KCKM0597,rhaM,1
KCKM0597,rhaA,1
KCKM0597,rhaD,1
KCKM0597,yueI_1,1
KCKM0597,pox5_4,1
KCKM0597,ywnA_2,1
KCKM0597,pox5_5,1
KCKM0597,hmo,1
KCKM0597,clpC_2,1
KCKM0597,agrB,1
KCKM0597,agrA_5,1
KCKM0597,spxA_5,1
KCKM0597,katA,1
KCKM0597,folT_2,1
KCKM0597,andAa,1
KCKM0597,nanE,1
KCKM0597,nanA,1
KCKM0597,glkA,1
KCKM0597,gerN,1
KCKM0597,sglT,1
KCKM0597,yueI_2,1
KCKM0597,murR_2,1
KCKM0597,araR_3,1
KCKM0597,xylT,1
KCKM0597,xylB_3,1
KCKM0597,araD,1
KCKM0597,araA,1
KCKM0597,maa_5,1
KCKM0597,yueI_3,1
KCKM0597,xpkA_2,1
KCKM0597,glpR,1
KCKM0597,gatB_2,1
KCKM0597,gatC_2,1
KCKM0597,gatD_2,1
KCKM0597,ulaC,1
KCKM0597,ulaA,1
KCKM0597,tal_2,2
KCKM0597,tkt_3,2
KCKM0597,cbh_2,2
KCKM0597,ccpA_5,2
KCKM0597,treP_2,2
KCKM0597,licT_3,2
KCKM0597,bglF_5,2
KCKM0597,bglH_4,1
KCKM0597,ptsI_2,2
KCKM0597,ptsH_2,2
KCKM0597,clpE_2,2
KCKM0597,xerH_2,2
KCKM0597,oppF_2,2
KCKM0597,oppD_2,2
KCKM0597,dppC_2,2
KCKM0597,oppB_2,2
KCKM0597,dppE_6,2
Lap,dnaA,1
Lap,dnaN,1
Lap,recF,1
Lap,gyrB,1
Lap,gyrA,1
Lap,rpsF,1
Lap,ssbA,1
Lap,rpsR,1
Lap,gdpP,1
Lap,rplI,1
Lap,dnaC,1
Lap,mdtG,1
Lap,proB,1
Lap,proA,1
Lap,oppA_1,1
Lap,glgB,1
Lap,glgC,1
Lap,glgD,1
Lap,glgA,1
Lap,glgP,1
Lap,apu,1
Lap,yvdM,1
Lap,trePP,1
Lap,cspL,1
Lap,walR,1
Lap,walK,1
Lap,yycI,1
Lap,yycJ,1
Lap,htrA,1
Lap,rlmH,1
Lap,calB,1
Lap,nfnB,1
Lap,yflS_1,1
Lap,oxyR_1,1
Lap,arsC,1
Lap,hcaB_1,1
Lap,adc,1
Lap,yodC_1,1
Lap,ycjU,1
Lap,yxeI_1,1
Lap,iphP_1,1
Lap,hpaH,1
Lap,azoR1,1
Lap,tetO,1
Lap,hchA,1
Lap,ppsC,1
Lap,mepA_1,1
Lap,pepIP,1
Lap,yaaA,1
Lap,dppE_1,1
Lap,ant1,1
Lap,larO,1
Lap,larQ,1
Lap,larMN,1
Lap,larR,1
Lap,larA,1
Lap,larB,1
Lap,larC_1,1
Lap,larC_2,1
Lap,larD_1,1
Lap,larE,1
Lap,tdh_1,1
Lap,thiM,1
Lap,thiD,1
Lap,thiE,1
Lap,rppH_1,1
Lap,yifK,1
Lap,ydjP,1
Lap,ctpF,1
Lap,chrR_1,1
Lap,sbnD_1,1
Lap,yycB,1
Lap,yvgN,1
Lap,pdxI,1
Lap,ecfT_1,1
Lap,ykoD_1,1
Lap,gmuR_1,1
Lap,fabG_1,1
Lap,fixB,1
Lap,folT_1,1
Lap,dhaQ,1
Lap,dhaK,1
Lap,dhaL,1
Lap,dhaM,1
Lap,glpF_1,1
Lap,purR_1,1
Lap,ccpA_1,1
Lap,malL_1,1
Lap,mdxE,1
Lap,glgE,1
Lap,msmX_1,1
Lap,malP_1,1
Lap,gmuE_1,1
Lap,melA_1,1
Lap,scrB,1
Lap,degA,1
Lap,malL_2,1
Lap,tdh_2,1
Lap,nhaC_1,1
Lap,malL_3,1
Lap,cysB,1
Lap,ygiS,1
Lap,dppE_2,1
Lap,dppE_3,1
Lap,yiaC,1
Lap,serA,1
Lap,serC,1
Lap,pspA_1,1
Lap,gpr_1,1
Lap,rqcH_1,1
Lap,ackA_1,1
Lap,crcB_1,1
Lap,crcB_2,1
Lap,expZ,1
Lap,ecfT_2,1
Lap,ykoD_2,1
Lap,ykoE,1
Lap,bsaA,1
Lap,dkgB,1
Lap,greA_1,1
Lap,nagB,1
Lap,pepD,1
Lap,mtlR,1
Lap,mtlF,1
Lap,mtlD,1
Lap,trxA_1,1
Lap,ndkA,1
Lap,chrR_2,1
Lap,cysE,1
Lap,metB,1
Lap,cysM,1
Lap,map,1
Lap,pnuC,1
Lap,treR,1
Lap,treA,1
Lap,vdcB,1
Lap,ywnA_1,1
Lap,betI,1
Lap,mntH_1,1
Lap,ribZ_1,1
Lap,adhR,1
Lap,sasA_1,1
Lap,mprA_1,1
Lap,murR_1,1
Lap,licC_1,1
Lap,brpA,1
Lap,ywaC,1
Lap,smc_1,1
Lap,tag_1,1
Lap,gcvH_1,1
Lap,dinG_1,1
Lap,ackA_2,1
Lap,elaA_1,1
Lap,secB,1
Lap,potD,1
Lap,potB,1
Lap,potA,1
Lap,ytrA_1,1
Lap,ytrB_1,1
Lap,adhE_1,1
Lap,fba,1
Lap,xylP_1,1
Lap,qmcA,1
Lap,pepDA_1,1
Lap,bioY,1
Lap,birA_1,1
Lap,nlpA,1
Lap,metN2_1,1
Lap,metI_1,1
Lap,panE_1,1
Lap,bacF,1
Lap,tagG,1
Lap,btuD_1,1
Lap,ribZ_2,1
Lap,amtB,1
Lap,rpiA_1,1
Lap,mco,1
Lap,accB_1,1
Lap,rihC,1
Lap,hcaB_2,1
Lap,btuD_2,1
Lap,garB_1,1
Lap,glpK_1,1
Lap,glpO,1
Lap,glpF_2,1
Lap,lacA,1
Lap,ybjI_1,1
Lap,rhaR_1,1
Lap,yidA_1,1
Lap,brnQ_1,1
Lap,napA_1,1
Lap,sunS,1
Lap,plnA,1
Lap,agrA_1,1
Lap,agrA_2,1
Lap,lagD,1
Lap,lcnD,1
Lap,higB-1,1
Lap,helD_1,1
Lap,yafV,1
Lap,trpS2,1
Lap,yydK_1,1
Lap,celB,1
Lap,chbC_1,1
Lap,bglA_1,1
Lap,bglK_1,1
Lap,dus_1,1
Lap,gppA_1,1
Lap,mvaA,1
Lap,cobB,1
Lap,metG,1
Lap,mdtL,1
Lap,dtd3,1
Lap,rnmV,1
Lap,rsmA,1
Lap,veg,1
Lap,ispE,1
Lap,znuC,1
Lap,znuB,1
Lap,purR_2,1
Lap,glmU,1
Lap,prs_1,1
Lap,lipL,1
Lap,rpoE,1
Lap,pyrG,1
Lap,serS_1,1
Lap,sdaC,1
Lap,sdhA,1
Lap,murAB,1
Lap,rho,1
Lap,rpmE2,1
Lap,strA,1
Lap,lemA,1
Lap,htpX,1
Lap,murF,1
Lap,cshA,1
Lap,acpS,1
Lap,alr,1
Lap,ndoA,1
Lap,kup_1,1
Lap,ssuB,1
Lap,carB_1,1
Lap,carA_1,1
Lap,argC,1
Lap,argJ,1
Lap,argB,1
Lap,argD,1
Lap,arcB,1
Lap,queT,1
Lap,ldh_1,1
Lap,pth,1
Lap,mfd,1
Lap,murJ_1,1
Lap,ftsL_1,1
Lap,pnp,1
Lap,tilS,1
Lap,hpt,1
Lap,ftsH,1
Lap,hslO,1
Lap,dusB,1
Lap,lysS,1
Lap,dtpT,1
Lap,cpdA_1,1
Lap,ybiR,1
Lap,proC,1
Lap,nagA,1
Lap,nagR_1,1
Lap,tagA,1
Lap,pncB2,1
Lap,nadE,1
Lap,yhgF,1
Lap,hom,1
Lap,thrB,1
Lap,manX_1,1
Lap,sorA,1
Lap,manZ_1,1
Lap,norR,1
Lap,manX_2,1
Lap,manX_3,1
Lap,fabH_1,1
Lap,accB_2,1
Lap,accC_1,1
Lap,accD_1,1
Lap,accA_1,1
Lap,tagU_1,1
Lap,gpmA_1,1
Lap,pepC,1
Lap,rpiA_2,1
Lap,yjdJ,1
Lap,dut,1
Lap,radA,1
Lap,yacL,1
Lap,gltX,1
Lap,cysS,1
Lap,mrnC,1
Lap,sigH,1
Lap,rpmG3,1
Lap,nusG,1
Lap,rplK,1
Lap,rplA,1
Lap,rplJ,1
Lap,rplL,1
Lap,mprF,1
Lap,yvdD,1
Lap,nrdF2,1
Lap,nrdE2,1
Lap,nrdH,1
Lap,rsmC,1
Lap,tadA_1,1
Lap,dnaX,1
Lap,recR,1
Lap,tmk,1
Lap,darA,1
Lap,yabA,1
Lap,rsmI,1
Lap,galE_1,1
Lap,phnW,1
Lap,phnX,1
Lap,btuD_3,1
Lap,tsaB,1
Lap,mshD_1,1
Lap,rimI,1
Lap,tsaD,1
Lap,yheS_1,1
Lap,rex,1
Lap,MroQ,1
Lap,groS,1
Lap,groL,1
Lap,kimA,1
Lap,tagO,1
Lap,pstS1_1,1
Lap,yigZ,1
Lap,comFA,1
Lap,prs_2,1
Lap,hpf,1
Lap,secA,1
Lap,prfB,1
Lap,minJ,1
Lap,phoP,1
Lap,rcsC,1
Lap,pstS1_2,1
Lap,pstC1,1
Lap,pstA,1
Lap,pstB3_1,1
Lap,pstB3_2,1
Lap,phoU,1
Lap,hprK,1
Lap,lgt,1
Lap,gpsA,1
Lap,gtaB,1
Lap,nox_1,1
Lap,arnC,1
Lap,trxB,1
Lap,pgcA,1
Lap,nox_2,1
Lap,ddpX,1
Lap,tetA,1
Lap,yfbR,1
Lap,uvrB,1
Lap,uvrA_1,1
Lap,luxS,1
Lap,argG,1
Lap,argH,1
Lap,yvcJ,1
Lap,whiA,1
Lap,oppA_2,1
Lap,clpP_1,1
Lap,rpoN1,1
Lap,cggR,1
Lap,gap,1
Lap,pgk,1
Lap,tpiA,1
Lap,eno2,1
Lap,clcA,1
Lap,secG,1
Lap,est,1
Lap,rnr,1
Lap,smpB,1
Lap,mltF_1,1
Lap,artM_1,1
Lap,ywpJ,1
Lap,ung,1
Lap,pta,1
Lap,tsaE,1
Lap,mshD_2,1
Lap,polC_1,1
Lap,exoA,1
Lap,yceM,1
Lap,murB,1
Lap,nhaK_1,1
Lap,dacA_1,1
Lap,cdaR,1
Lap,glmM,1
Lap,glmS,1
Lap,ybiV_1,1
Lap,mro,1
Lap,nfrA1,1
Lap,glpK_2,1
Lap,spxA_1,1
Lap,ribZ_3,1
Lap,ppx,1
Lap,ppk,1
Lap,gppA_2,1
Lap,pbuG_1,1
Lap,pox5_1,1
Lap,ribF_1,1
Lap,pox5_2,1
Lap,fpaP,1
Lap,birA_2,1
Lap,oatA_1,1
Lap,pepX,1
Lap,yhdG_1,1
Lap,pdxK,1
Lap,ndx1,1
Lap,gmk_1,1
Lap,zur,1
Lap,mupP,1
Lap,dapX_1,1
Lap,glnQ_1,1
Lap,glnH_1,1
Lap,glnM,1
Lap,glnP,1
Lap,bglG,1
Lap,bglF_1,1
Lap,steT,1
Lap,ohrR,1
Lap,yhhS,1
Lap,hflX,1
Lap,rppH_2,1
Lap,gdx,1
Lap,gpmA_2,1
Lap,gpmA_3,1
Lap,kefB,1
Lap,dedA_1,1
Lap,helD_2,1
Lap,coaA,1
Lap,guaA,1
Lap,yybR_1,1
Lap,sotB,1
Lap,smc_2,1
Lap,smc_3,1
Lap,oatA_2,1
Lap,pepN,1
Lap,cynR,1
Lap,azoR,1
Lap,asnS_1,1
Lap,asnA,1
Lap,pepDA_2,1
Lap,recQ_1,1
Lap,cobC,1
Lap,aes,1
Lap,xylP_2,1
Lap,murE,1
Lap,lysC,1
Lap,asnB_1,1
Lap,emrB_1,1
Lap,mntR,1
Lap,cspLA,1
Lap,tagU_2,1
Lap,nsrR,1
Lap,alsS,1
Lap,lysP,1
Lap,serS_2,1
Lap,ctsR,1
Lap,clpC_1,1
Lap,rpoB,1
Lap,rpoC,1
Lap,comC,1
Lap,rpsL,1
Lap,rpsG,1
Lap,fus,1
Lap,rpsJ,1
Lap,rplC,1
Lap,rplD,1
Lap,rplW,1
Lap,rplB,1
Lap,rpsS,1
Lap,rplV,1
Lap,rpsC,1
Lap,rplP,1
Lap,rpmC,1
Lap,rpsQ,1
Lap,rplN,1
Lap,rplX,1
Lap,rplE,1
Lap,rpsH,1
Lap,rplF,1
Lap,rplR,1
Lap,rpsE,1
Lap,rpmD,1
Lap,rplO,1
Lap,secY,1
Lap,adk,1
Lap,infA,1
Lap,rpsM,1
Lap,rpsK,1
Lap,rpoA,1
Lap,rplQ,1
Lap,hepT_1,1
Lap,norW,1
Lap,apbE_1,1
Lap,ecfA1,1
Lap,ecfA2,1
Lap,ecfT_3,1
Lap,truA,1
Lap,rplM,1
Lap,rpsI,1
Lap,yjmC_1,1
Lap,tkt_1,1
Lap,aroE_1,1
Lap,aroF,1
Lap,yflS_2,1
Lap,sufT_1,1
Lap,ttdB,1
Lap,ttdA,1
Lap,rhaR_2,1
Lap,citG,1
Lap,mntB_1,1
Lap,mntB_2,1
Lap,psaA_1,1
Lap,ldh_2,1
Lap,yflS_3,1
Lap,sorC_1,1
Lap,citC,1
Lap,citD,1
Lap,citE,1
Lap,citF,1
Lap,fumC,1
Lap,ifcA,1
Lap,citX,1
Lap,oxyR_2,1
Lap,hcaR_1,1
Lap,mleS,1
Lap,yhdG_2,1
Lap,panT,1
Lap,cydA,1
Lap,cydB,1
Lap,cydD,1
Lap,hepT_2,1
Lap,menA_1,1
Lap,iolU_1,1
Lap,xpt,1
Lap,purK_1,1
Lap,pcrA,1
Lap,ligA,1
Lap,gatC_1,1
Lap,gatA,1
Lap,gatB_1,1
Lap,dagK,1
Lap,ctpE,1
Lap,hexR,1
Lap,csp,1
Lap,iolU_2,1
Lap,deaD,1
Lap,chbC_2,1
Lap,gdh,1
Lap,mnaA,1
Lap,larD_2,1
Lap,recX,1
Lap,tagD,1
Lap,gntT,1
Lap,xylB_1,1
Lap,garB_2,1
Lap,prfC,1
Lap,hdfR_1,1
Lap,dppE_4,1
Lap,oppB,1
Lap,dppC,1
Lap,oppD,1
Lap,oppF,1
Lap,xerH,1
Lap,clpE,1
Lap,ptsH,1
Lap,ptsI,1
Lap,cpoA,1
Lap,dapX_2,1
Lap,ltaS1_1,1
Lap,pyrE_1,1
Lap,apaH,1
Lap,mntH_2,1
Lap,hemH,1
Lap,rocC,1
Lap,mmuM,1
Lap,gtfA_1,1
Lap,metK,1
Lap,bmr3_1,1
Lap,gtfA_2,1
Lap,gtfA_3,1
Lap,leuS,1
Lap,murJ_2,1
Lap,rsuA,1
Lap,nnrD,1
Lap,msmX_2,1
Lap,ugpA,1
Lap,araQ,1
Lap,ugpB,1
Lap,mscL_1,1
Lap,smc_4,1
Lap,msrA_1,1
Lap,yicL_1,1
Lap,yidA_2,1
Lap,agrA_3,1
Lap,uvrA_2,1
Lap,xerD_1,1
Lap,lexA_1,1
Lap,clpP_2,1
Lap,yitJ,1
Lap,metE_1,1
Lap,sat,1
Lap,cysC,1
Lap,nrnA_1,1
Lap,assT,1
Lap,mepA_2,1
Lap,elaA_2,1
Lap,argS,1
Lap,macB_1,1
Lap,yciB_1,1
Lap,dltC_1,1
Lap,norG,1
Lap,argO,1
Lap,vioD,1
Lap,argR_1,1
Lap,pbpF,1
Lap,yhaM,1
Lap,hdfR_2,1
Lap,urdA_1,1
Lap,urdA_2,1
Lap,sasA_2,1
Lap,mprA_2,1
Lap,csbB,1
Lap,dedA_2,1
Lap,ykoT,1
Lap,ribD,1
Lap,ribE,1
Lap,ribBA,1
Lap,ribH,1
Lap,fnr_1,1
Lap,npr_1,1
Lap,prsA_1,1
Lap,hit_1,1
Lap,ecsA_1,1
Lap,trmB,1
Lap,murC,1
Lap,feoB,1
Lap,sufS,1
Lap,iscU,1
Lap,moaE1,1
Lap,moaA,1
Lap,narT,1
Lap,nreC,1
Lap,nreB,1
Lap,mobA,1
Lap,moaC,1
Lap,moeA,1
Lap,moaB,1
Lap,narG,1
Lap,narH,1
Lap,narX,1
Lap,ybhL,1
Lap,polA,1
Lap,mutM,1
Lap,coaE,1
Lap,nrdR,1
Lap,dnaB,1
Lap,dnaI,1
Lap,thrS,1
Lap,infC,1
Lap,rpmI,1
Lap,rplT,1
Lap,yybR_2,1
Lap,pgaC,1
Lap,gph_1,1
Lap,yqeH,1
Lap,nadD,1
Lap,rsfS,1
Lap,tylM1,1
Lap,tmcAL,1
Lap,mneS_1,1
Lap,gnd,1
Lap,rarA,1
Lap,arlR,1
Lap,sasA_3,1
Lap,menA_2,1
Lap,smc_5,1
Lap,sbcD,1
Lap,yidC,1
Lap,acyP,1
Lap,rlmB,1
Lap,yodB,1
Lap,pheS,1
Lap,pheT,1
Lap,mltG,1
Lap,udk,1
Lap,greA_2,1
Lap,penA,1
Lap,rpmGA,1
Lap,yqgN,1
Lap,gluP,1
Lap,glcK,1
Lap,pepE_1,1
Lap,yibN,1
Lap,glpQ,1
Lap,miaA,1
Lap,glnR,1
Lap,glnA,1
Lap,rplU,1
Lap,rpmA,1
Lap,ypdF,1
Lap,efp,1
Lap,nusB,1
Lap,folD,1
Lap,xseA,1
Lap,xseB,1
Lap,tlyA,1
Lap,argR_2,1
Lap,recN,1
Lap,opuCA,1
Lap,opuCB,1
Lap,opuCC,1
Lap,opuCD,1
Lap,gmk_2,1
Lap,rpoZ,1
Lap,coaBC,1
Lap,priA,1
Lap,fmt,1
Lap,rsmB,1
Lap,stp,1
Lap,prkC,1
Lap,rsgA_1,1
Lap,rpe,1
Lap,thiN,1
Lap,rpmB,1
Lap,recG,1
Lap,plsX,1
Lap,acpP_1,1
Lap,rnc,1
Lap,smc_6,1
Lap,ftsY,1
Lap,ffh,1
Lap,rpsP,1
Lap,rimM,1
Lap,trmD,1
Lap,rplS,1
Lap,ecsA_2,1
Lap,trpE,1
Lap,pabA,1
Lap,trpD,1
Lap,trpC,1
Lap,trpF,1
Lap,trpB,1
Lap,trpA,1
Lap,rutB_1,1
Lap,fabZ_1,1
Lap,fabH_2,1
Lap,acpP_2,1
Lap,fabD,1
Lap,fabG_2,1
Lap,fabF,1
Lap,accB_3,1
Lap,fabZ_2,1
Lap,accC_2,1
Lap,accD_2,1
Lap,accA_2,1
Lap,fabI,1
Lap,ydfK_1,1
Lap,gltC_1,1
Lap,rsgA_2,1
Lap,mdtD,1
Lap,cfa_1,1
Lap,ycnE_1,1
Lap,yhaI,1
Lap,yegS,1
Lap,pepDA_3,1
Lap,lysA,1
Lap,menA_3,1
Lap,yhdG_3,1
Lap,yitU,1
Lap,rsmF,1
Lap,malP_2,1
Lap,fni,1
Lap,galK_1,1
Lap,dinG_2,1
Lap,asnS_2,1
Lap,dnaD,1
Lap,metN,1
Lap,metP_1,1
Lap,btuD_4,1
Lap,ponA,1
Lap,recU,1
Lap,gpsB_1,1
Lap,rlmL,1
Lap,mccF_1,1
Lap,mccF_2,1
Lap,osmV,1
Lap,mnmC,1
Lap,rnhA_1,1
Lap,fhs1,1
Lap,lspA,1
Lap,rluD_1,1
Lap,pyrR_1,1
Lap,carA_2,1
Lap,carB_2,1
Lap,gpmB,1
Lap,fra,1
Lap,cat,1
Lap,bcrA_1,1
Lap,rqcH_2,1
Lap,degV_1,1
Lap,cycA_1,1
Lap,lutP,1
Lap,tarI,1
Lap,tarJ,1
Lap,tarK,1
Lap,tarL,1
Lap,paiA,1
Lap,mgrA,1
Lap,garB_3,1
Lap,msrA_2,1
Lap,msrB,1
Lap,ppaC,1
Lap,hdfR_3,1
Lap,parC,1
Lap,parE,1
Lap,plsY,1
Lap,lacX,1
Lap,clpY,1
Lap,hslV,1
Lap,xerC_1,1
Lap,trmFO,1
Lap,topA,1
Lap,rnhB,1
Lap,rbgA,1
Lap,hdfR_4,1
Lap,luxA,1
Lap,bmr3_2,1
Lap,ctpA,1
Lap,dfrA,1
Lap,thyA,1
Lap,ettA,1
Lap,cca,1
Lap,dapB,1
Lap,ybjI_2,1
Lap,bepA,1
Lap,hup,1
Lap,der,1
Lap,rps1,1
Lap,cmk,1
Lap,recQ_2,1
Lap,ribU,1
Lap,rluB,1
Lap,scpB,1
Lap,scpA,1
Lap,xerD_2,1
Lap,cvfB,1
Lap,pyk,1
Lap,pfkA,1
Lap,dnaE,1
Lap,clpB,1
Lap,pepT,1
Lap,trmK,1
Lap,drrB,1
Lap,drrA_1,1
Lap,ppsA,1
Lap,eno,1
Lap,hsrA,1
Lap,dapE_1,1
Lap,dapE_2,1
Lap,cdr,1
Lap,glcR_1,1
Lap,spxA_2,1
Lap,ppaX,1
Lap,glvR,1
Lap,hcaR_2,1
Lap,nox_3,1
Lap,desR,1
Lap,desK,1
Lap,btuD_5,1
Lap,yjaB,1
Lap,bcrA_2,1
Lap,ytrB_2,1
Lap,ytrA_2,1
Lap,sigA,1
Lap,dnaG,1
Lap,glyS,1
Lap,glyQ,1
Lap,recO,1
Lap,era,1
Lap,dgkA,1
Lap,ybeY,1
Lap,yqeY,1
Lap,rpsU,1
Lap,yqfL,1
Lap,baiA,1
Lap,nfo,1
Lap,msrA_3,1
Lap,aspS,1
Lap,hisS,1
Lap,gph_2,1
Lap,dtd,1
Lap,relA,1
Lap,rsmE,1
Lap,prmA,1
Lap,lepA_1,1
Lap,dltD,1
Lap,dltC_2,1
Lap,dltA,1
Lap,pbpX,1
Lap,dnaJ,1
Lap,dnaK,1
Lap,grpE,1
Lap,hrcA,1
Lap,aldC,1
Lap,ribF_2,1
Lap,truB,1
Lap,aroK,1
Lap,aroA1,1
Lap,aroC,1
Lap,rbfA,1
Lap,infB,1
Lap,rplGA,1
Lap,nusA,1
Lap,rimP,1
Lap,polC_2,1
Lap,proS,1
Lap,rasP,1
Lap,uppS,1
Lap,frr,1
Lap,pyrH,1
Lap,tsf,1
Lap,rpsB,1
Lap,yjjG,1
Lap,yfiC,1
Lap,plsC,1
Lap,lexA_2,1
Lap,mvaS,1
Lap,xerC_2,1
Lap,apt,1
Lap,rnz,1
Lap,obg,1
Lap,glcR_2,1
Lap,lacC,1
Lap,fruA_1,1
Lap,cpdA_2,1
Lap,wbnJ,1
Lap,wbnH,1
Lap,wecA,1
Lap,wbgU,1
Lap,ywqE,1
Lap,ywqD_1,1
Lap,ywqD_2,1
Lap,uvrC,1
Lap,artM_2,1
Lap,mltF_2,1
Lap,engB,1
Lap,clpX,1
Lap,tig,1
Lap,tuf,1
Lap,rnj2,1
Lap,dapA_1,1
Lap,sbnD_2,1
Lap,rpsO,1
Lap,rpsT,1
Lap,yqeN,1
Lap,comEC,1
Lap,tadA_2,1
Lap,comEA,1
Lap,ylbL,1
Lap,coaD,1
Lap,rsmD,1
Lap,pycA,1
Lap,ftsW,1
Lap,typA,1
Lap,suhB,1
Lap,ldh_3,1
Lap,pdhD_1,1
Lap,pdhC,1
Lap,pdhB,1
Lap,pdhA,1
Lap,def,1
Lap,rnjA,1
Lap,ytlR,1
Lap,prs_3,1
Lap,recD2,1
Lap,pspA_2,1
Lap,ktrA,1
Lap,ntpJ,1
Lap,mnmA,1
Lap,iscS_1,1
Lap,mtnN,1
Lap,act_1,1
Lap,dapF,1
Lap,drrA_2,1
Lap,ileS,1
Lap,gpsB_2,1
Lap,sepF,1
Lap,ftsZ,1
Lap,ftsA,1
Lap,divIB,1
Lap,murG,1
Lap,murD,1
Lap,mraY,1
Lap,pbpB,1
Lap,ftsL_2,1
Lap,rsmH,1
Lap,mraZ,1
Lap,spoIIIE,1
Lap,trmL,1
Lap,brnQ_2,1
Lap,rlmA,1
Lap,rpsN2,1
Lap,pgl,1
Lap,cutC_1,1
Lap,rluD_2,1
Lap,nadK,1
Lap,yjbM,1
Lap,pepF1,1
Lap,mecA,1
Lap,spxA_3,1
Lap,hmoB,1
Lap,yugI,1
Lap,dedA_3,1
Lap,yutF,1
Lap,mggB,1
Lap,cycA_2,1
Lap,ackA_3,1
Lap,comGA,1
Lap,rbsK,1
Lap,ccpA_2,1
Lap,pepQ,1
Lap,ykuT,1
Lap,dapH,1
Lap,ykuL,1
Lap,murI,1
Lap,trxA_2,1
Lap,mutS2,1
Lap,zapA,1
Lap,yrrK,1
Lap,alaS,1
Lap,cshB,1
Lap,nrnA_2,1
Lap,dinB_1,1
Lap,tgt,1
Lap,queA,1
Lap,ruvB,1
Lap,ruvA,1
Lap,mutL,1
Lap,mutS,1
Lap,ymdB_1,1
Lap,rny,1
Lap,recA,1
Lap,cinA,1
Lap,pgsA,1
Lap,yclM,1
Lap,glnH_2,1
Lap,glnQ_2,1
Lap,artQ,1
Lap,minD,1
Lap,minC,1
Lap,mreC,1
Lap,mreB,1
Lap,fpgS,1
Lap,valS,1
Lap,tpx,1
Lap,gshAB_1,1
Lap,thiI,1
Lap,iscS_2,1
Lap,ezrA,1
Lap,msrC,1
Lap,rpsD,1
Lap,sdpR,1
Lap,malL_4,1
Lap,sorD,1
Lap,agaC_1,1
Lap,sorB,1
Lap,cytR,1
Lap,gshAB_2,1
Lap,ddl,1
Lap,metQ,1
Lap,metP_2,1
Lap,metN2_2,1
Lap,gcvH_2,1
Lap,rodA,1
Lap,mbl,1
Lap,ydaF_1,1
Lap,murA1,1
Lap,atpC,1
Lap,atpD,1
Lap,atpG,1
Lap,atpA,1
Lap,atpH,1
Lap,atpF,1
Lap,atpE,1
Lap,atpB,1
Lap,pyrP,1
Lap,upp,1
Lap,glyA,1
Lap,ywlC,1
Lap,prmC,1
Lap,prfA,1
Lap,tdk,1
Lap,murT,1
Lap,gatD,1
Lap,gmuF,1
Lap,yfeW_1,1
Lap,ilvE,1
Lap,mscL_2,1
Lap,ycnE_2,1
Lap,xerC_3,1
Lap,xerC_4,1
Lap,smc_7,1
Lap,bmrA,1
Lap,gtfA_4,1
Lap,gtfA_5,1
Lap,macB_2,1
Lap,pgi,1
Lap,glcU_1,1
Lap,rlmI,1
Lap,sasA_4,1
Lap,srrA_1,1
Lap,yicL_2,1
Lap,ssrA,1
Lap,naiP,1
Lap,ykfC,1
Lap,lrpC,1
Lap,yheS_2,1
Lap,ptsG,1
Lap,panE_2,1
